c	countryLabelEn	countryLabelFi	countryLabelSv	countryLabelDe	countryLabelFr	countryLabelIt
http://www.wikidata.org/entity/Q1555	Guatemala City	Guatemala	Guatemala City	Guatemala-Stadt	Guatemala-Ville	Città del Guatemala
http://www.wikidata.org/entity/Q1757	Helsinki	Helsinki	Helsingfors	Helsinki	Helsinki	Helsinki
http://www.wikidata.org/entity/Q3561	Algiers	Alger	Alger	Algier	Alger	Algeri
http://www.wikidata.org/entity/Q3792	Lomé	Lomé	Lomé	Lomé	Lomé	Lomé
http://www.wikidata.org/entity/Q3766	Damascus	Damaskos	Damaskus	Damaskus	Damas	Damasco
http://www.wikidata.org/entity/Q3604	Djibouti	Djibouti	Djibouti	Dschibuti	Djibouti	Gibuti
http://www.wikidata.org/entity/Q1858	Hanoi	Hanoi	Hanoi	Hanoi	Hanoï	Hanoi
http://www.wikidata.org/entity/Q3616	Tehran	Teheran	Teheran	Teheran	Téhéran	Teheran
http://www.wikidata.org/entity/Q3642	Asmara	Asmara	Asmara	Asmara	Asmara	Asmara
http://www.wikidata.org/entity/Q3110	San Salvador	San Salvador	San Salvador	San Salvador	San Salvador	San Salvador
http://www.wikidata.org/entity/Q23564	Podgorica	Podgorica	Podgorica	Podgorica	Podgorica	Podgorica
http://www.wikidata.org/entity/Q3640	Ankara	Ankara	Ankara	Ankara	Ankara	Ankara
http://www.wikidata.org/entity/Q3579	Tripoli	Tripoli	Tripoli	Tripolis	Tripoli	Tripoli
http://www.wikidata.org/entity/Q472	Sofia	Sofia	Sofia	Sofia	Sofia	Sofia
http://www.wikidata.org/entity/Q2933	Asunción	Asunción	Asunción	Asunción	Asuncion	Asunción
http://www.wikidata.org/entity/Q585	Oslo	Oslo	Oslo	Oslo	Oslo	Oslo
http://www.wikidata.org/entity/Q3274	Managua	Managua	Managua	Managua	Managua	Managua
http://www.wikidata.org/entity/Q3692	Riyadh	Riad	Riyadh	Riad	Riyad	Riad
http://www.wikidata.org/entity/Q3551	Rabat	Rabat	Rabat	Rabat	Rabat	Rabat
http://www.wikidata.org/entity/Q1947	Juba	Juba	Juba	Juba	Djouba	Giuba
http://www.wikidata.org/entity/Q3037	Kathmandu	Kathmandu	Katmandu	Kathmandu	Katmandou	Katmandu
http://www.wikidata.org/entity/Q1085	Prague	Praha	Prag	Prag	Prague	Praga
http://www.wikidata.org/entity/Q3799	Porto-Novo	Porto-Novo	Porto-Novo	Porto-Novo	Porto-Novo	Porto-Novo
http://www.wikidata.org/entity/Q437	Ljubljana	Ljubljana	Ljubljana	Ljubljana	Ljubljana	Lubiana
http://www.wikidata.org/entity/Q1435	Zagreb	Zagreb	Zagreb	Zagreb	Zagreb	Zagabria
http://www.wikidata.org/entity/Q1748	Copenhagen	Kööpenhamina	Köpenhamn	Kopenhagen	Copenhague	Copenaghen
http://www.wikidata.org/entity/Q3726	Banjul	Banjul	Banjul	Banjul	Banjul	Banjul
http://www.wikidata.org/entity/Q3001	Paramaribo	Paramaribo	Paramaribo	Paramaribo	Paramaribo	Paramaribo
http://www.wikidata.org/entity/Q987	New Delhi	New Delhi	New Delhi	Neu-Delhi	New Delhi	Nuova Delhi
http://www.wikidata.org/entity/Q3826	Muscat	Masqat	Muskat	Maskat	Mascate	Mascate
http://www.wikidata.org/entity/Q3733	Conakry	Conakry	Conakry	Conakry	Conakry	Conakry
http://www.wikidata.org/entity/Q3805	Amman	Amman	Amman	Amman	Amman	Amman
http://www.wikidata.org/entity/Q649	Moscow	Moskova	Moskva	Moskau	Moscou	Mosca
http://www.wikidata.org/entity/Q3306	Panama City	Panamá	Panama City	Panama-Stadt	Panama	Panama
http://www.wikidata.org/entity/Q3688	Nouakchott	Nouakchott	Nouakchott	Nouakchott	Nouakchott	Nouakchott
http://www.wikidata.org/entity/Q1754	Stockholm	Tukholma	Stockholm	Stockholm	Stockholm	Stoccolma
http://www.wikidata.org/entity/Q3818	Malabo	Malabo	Malabo	Malabo	Malabo	Malabo
http://www.wikidata.org/entity/Q3572	Tunis	Tunis	Tunis	Tunis	Tunis	Tunisi
http://www.wikidata.org/entity/Q3739	Bissau	Bissau	Bissau	Bissau	Bissau	Bissau
http://www.wikidata.org/entity/Q3766	Damascus	Damaskos	Damaskus	Damaskus	Damas	Damasco
http://www.wikidata.org/entity/Q3832	Bangui	Bangui	Bangui	Bangui	Bangui	Bangui
http://www.wikidata.org/entity/Q3768	Yamoussoukro	Yamoussoukro	Yamoussoukro	Yamoussoukro	Yamoussoukro	Yamoussoukro
http://www.wikidata.org/entity/Q1741	Vienna	Wien	Wien	Wien	Vienne	Vienna
http://www.wikidata.org/entity/Q956	Beijing	Peking	Peking	Peking	Pékin	Pechino
http://www.wikidata.org/entity/Q3897	Luanda	Luanda	Luanda	Luanda	Luanda	Luanda
http://www.wikidata.org/entity/Q3844	Brazzaville	Brazzaville	Brazzaville	Brazzaville	Brazzaville	Brazzaville
http://www.wikidata.org/entity/Q3777	Ouagadougou	Ouagadougou	Ouagadougou	Ouagadougou	Ouagadougou	Ouagadougou
http://www.wikidata.org/entity/Q1761	Dublin	Dublin	Dublin	Dublin	Dublin	Dublino
http://www.wikidata.org/entity/Q994	Tbilisi	Tbilisi	Tbilisi	Tiflis	Tbilissi	Tbilisi
http://www.wikidata.org/entity/Q3751	Praia	Praia	Praia	Praia	Praia	Praia
http://www.wikidata.org/entity/Q3909	Maseru	Maseru	Maseru	Maseru	Maseru	Maseru
http://www.wikidata.org/entity/Q3838	Kinshasa	Kinshasa	Kinshasa	Kinshasa	Kinshasa	Kinshasa
http://www.wikidata.org/entity/Q9326	Vientiane	Vientiane	Vientiane	Vientiane	Vientiane	Vientiane
http://www.wikidata.org/entity/Q3825	Libreville	Libreville	Libreville	Libreville	Libreville	Libreville
http://www.wikidata.org/entity/Q9361	Bishkek	Biškek	Bisjkek	Bischkek	Bichkek	Biškek
http://www.wikidata.org/entity/Q1335	Montevideo	Montevideo	Montevideo	Montevideo	Montevideo	Montevideo
http://www.wikidata.org/entity/Q1563	Havana	Havanna	Havanna	Havanna	La Havane	L'Avana
http://www.wikidata.org/entity/Q3929	Port Louis	Port Louis	Port Louis	Port Louis	Port-Louis	Port Louis
http://www.wikidata.org/entity/Q1781	Budapest	Budapest	Budapest	Budapest	Budapest	Budapest
http://www.wikidata.org/entity/Q1490	Tokyo	Tokio	Tokyo prefektur	Tokio	Tokyo	Tokyo
http://www.wikidata.org/entity/Q3919	Gaborone	Gaborone	Gaborone	Gaborone	Gaborone	Gaborone
http://www.wikidata.org/entity/Q1489	Mexico City	México	Mexico City	Mexiko-Stadt	Mexico	Città del Messico
http://www.wikidata.org/entity/Q1524	Athens	Ateena	Aten	Athen	Athènes	Atene
http://www.wikidata.org/entity/Q1850	Phnom Penh	Phnom Penh	Phnom Penh	Phnom Penh	Phnom Penh	Phnom Penh
http://www.wikidata.org/entity/Q1520	Nur-Sultan	Nur-Sultan	Nur-Sultan	Nur-Sultan	Noursoultan	Nur-Sultan
http://www.wikidata.org/entity/Q3901	Moroni	Moroni	Moroni	Moroni	Moroni	Moroni
http://www.wikidata.org/entity/Q3703	Bamako	Bamako	Bamako	Bamako	Bamako	Bamako
http://www.wikidata.org/entity/Q3808	Yaoundé	Yaoundé	Yaoundé	Yaoundé	Yaoundé	Yaoundé
http://www.wikidata.org/entity/Q1757	Helsinki	Helsinki	Helsingfors	Helsinki	Helsinki	Helsinki
http://www.wikidata.org/entity/Q3748	Monrovia	Monrovia	Monrovia	Monrovia	Monrovia	Monrovia
http://www.wikidata.org/entity/Q9270	Thimphu	Thimphu	Thimphu	Thimphu	Thimphou	Thimphu
http://www.wikidata.org/entity/Q12919	Majuro	Majuro	Majuro	Majuro	Majuro	Majuro
http://www.wikidata.org/entity/Q3238	Tegucigalpa	Tegucigalpa	Tegucigalpa	Tegucigalpa	Tegucigalpa	Tegucigalpa
http://www.wikidata.org/entity/Q3820	Beirut	Beirut	Beirut	Beirut	Beyrouth	Beirut
http://www.wikidata.org/entity/Q1780	Bratislava	Bratislava	Bratislava	Bratislava	Bratislava	Bratislava
http://www.wikidata.org/entity/Q1848	San Marino	San Marino	San Marino	San Marino	Saint-Marin	Città di San Marino
http://www.wikidata.org/entity/Q5838	Kabul	Kabul	Kabul	Kabul	Kaboul	Kabul
http://www.wikidata.org/entity/Q1844	Vaduz	Vaduz	Vaduz	Vaduz	Vaduz	Vaduz
http://www.wikidata.org/entity/Q1899	Kyiv	Kiova	Kiev	Kiew	Kiev	Kiev
http://www.wikidata.org/entity/Q36281	Roseau	Roseau	Roseau	Roseau	Roseau	Roseau
http://www.wikidata.org/entity/Q8684	Seoul	Soul	Seoul	Seoul	Séoul	Seul
http://www.wikidata.org/entity/Q1486	Buenos Aires	Buenos Aires	Buenos Aires	Buenos Aires	Buenos Aires	Buenos Aires
http://www.wikidata.org/entity/Q3881	Lusaka	Lusaka	Lusaka	Lusaka	Lusaka	Lusaka
http://www.wikidata.org/entity/Q3921	Harare	Harare	Harare	Harare	Harare	Harare
http://www.wikidata.org/entity/Q23438	Ashgabat	Ašgabat	Asjchabad	Aşgabat	Achgabat	Aşgabat
http://www.wikidata.org/entity/Q1953	Yerevan	Jerevan	Jerevan	Jerewan	Erevan	Erevan
http://www.wikidata.org/entity/Q10717	Georgetown	Georgetown	Georgetown	Georgetown	Georgetown	Georgetown
http://www.wikidata.org/entity/Q31026	Yaren District	Yaren	Yaren	Yaren	Yaren	Yaren
http://www.wikidata.org/entity/Q41699	Castries	Castries	Castries	Castries	Castries	Castries
http://www.wikidata.org/entity/Q9365	Dushanbe	Dušanbe	Dusjanbe	Duschanbe	Douchanbé	Dušanbe
http://www.wikidata.org/entity/Q42751	Palikir	Palikir	Palikir	Palikir	Palikir	Palikir
http://www.wikidata.org/entity/Q1930	Ottawa	Ottawa	Ottawa	Ottawa	Ottawa	Ottawa
http://www.wikidata.org/entity/Q3876	Lilongwe	Lilongwe	Lilongwe	Lilongwe	Lilongwe	Lilongwe
http://www.wikidata.org/entity/Q36526	Port Moresby	Port Moresby	Port Moresby	Port Moresby	Port Moresby	Port Moresby
http://www.wikidata.org/entity/Q23430	Ulaanbaatar	Ulan Bator	Ulan Bator	Ulaanbaatar	Oulan-Bator	Ulan Bator
http://www.wikidata.org/entity/Q2280	Minsk	Minsk	Minsk	Minsk	Minsk	Minsk
http://www.wikidata.org/entity/Q3866	Dodoma	Dodoma	Dodoma	Dodoma	Dodoma	Dodoma
http://www.wikidata.org/entity/Q37400	Naypyidaw	Naypyidaw	Naypyidaw	Naypyidaw	Naypyidaw	Naypyidaw
http://www.wikidata.org/entity/Q3861	Doha	Doha	Doha	Doha	Doha	Doha
http://www.wikidata.org/entity/Q34261	Port-au-Prince	Port-au-Prince	Port-au-Prince	Port-au-Prince	Port-au-Prince	Port-au-Prince
http://www.wikidata.org/entity/Q1764	Reykjavík	Reykjavík	Reykjavík	Reykjavík	Reykjavik	Reykjavík
http://www.wikidata.org/entity/Q35178	Kuwait City	Kuwait	Kuwait	Kuwait	Koweït	Al Kuwait
http://www.wikidata.org/entity/Q2467	Nassau	Nassau	Nassau	Nassau	Nassau	Nassau
http://www.wikidata.org/entity/Q34692	Kingston	Kingston	Kingston	Kingston	Kingston	Kingston
http://www.wikidata.org/entity/Q41547	St. George's	St. George’s	Saint George's	St. George’s	Saint-Georges	Saint George's
http://www.wikidata.org/entity/Q9347	Malé	Malé	Malé	Malé	Malé	Male
http://www.wikidata.org/entity/Q41474	Kingstown	Kingstown	Kingstown	Kingstown	Kingstown	Kingstown
http://www.wikidata.org/entity/Q34820	Santo Domingo	Santo Domingo	Santo Domingo	Santo Domingo	Saint-Domingue	Santo Domingo
http://www.wikidata.org/entity/Q1863	Andorra la Vella	Andorra la Vella	Andorra la Vella	Andorra la Vella	Andorre-la-Vieille	Andorra la Vella
http://www.wikidata.org/entity/Q1842	Luxembourg	Luxemburg	Luxemburg	Luxemburg	Luxembourg	Lussemburgo
http://www.wikidata.org/entity/Q3561	Algiers	Alger	Alger	Algier	Alger	Algeri
http://www.wikidata.org/entity/Q2844	Brasília	Brasília	Brasília	Brasília	Brasilia	Brasilia
http://www.wikidata.org/entity/Q3915	Antananarivo	Antananarivo	Antananarivo	Antananarivo	Antananarivo	Antananarivo
http://www.wikidata.org/entity/Q3114	Canberra	Canberra	Canberra	Canberra	Canberra	Canberra
http://www.wikidata.org/entity/Q3114	Canberra	Canberra	Canberra	Canberra	Canberra	Canberra
http://www.wikidata.org/entity/Q3711	Belgrade	Belgrad	Belgrad	Belgrad	Belgrade	Belgrado
http://www.wikidata.org/entity/Q36262	Saint John's	St. John’s	Saint John's	Saint John’s	Saint John's	Saint John's
http://www.wikidata.org/entity/Q131694	Aden	Aden	Aden	Aden	Aden	Aden
http://www.wikidata.org/entity/Q3624	Addis Ababa	Addis Abeba	Addis Abeba	Addis Abeba	Addis-Abeba	Addis Abeba
http://www.wikidata.org/entity/Q41295	Basseterre	Basseterre	Basseterre	Basseterre	Basseterre	Basseterre
http://www.wikidata.org/entity/Q1770	Tallinn	Tallinna	Tallinn	Tallinn	Tallinn	Tallinn
http://www.wikidata.org/entity/Q2868	Lima	Lima	Lima	Lima	Lima	Lima
http://www.wikidata.org/entity/Q3659	N'Djamena	N’Djamena	N'Djamena	N’Djamena	N'Djaména	N’Djamena
http://www.wikidata.org/entity/Q39178	Port of Spain	Port of Spain	Port of Spain	Port of Spain	Port-d'Espagne	Port of Spain
http://www.wikidata.org/entity/Q167551	Gitega	Gitega	Gitega	Gitega	Gitega	Gitega
http://www.wikidata.org/entity/Q41963	Sri Jayawardenepura Kotte	Kotte	Sri Jayawardenapura	Sri Jayewardenepura Kotte	Sri Jayawardenapura	Sri Jayawardenapura Kotte
http://www.wikidata.org/entity/Q35381	Colombo	Colombo	Colombo	Colombo	Colombo	Colombo
http://www.wikidata.org/entity/Q3761	Accra	Accra	Accra	Accra	Accra	Accra
http://www.wikidata.org/entity/Q1773	Riga	Riika	Riga	Riga	Riga	Riga
http://www.wikidata.org/entity/Q38807	Suva	Suva	Suva	Suva	Suva	Suva
http://www.wikidata.org/entity/Q2807	Madrid	Madrid	Madrid	Madrid	Madrid	Madrid
http://www.wikidata.org/entity/Q3856	Nicosia	Nikosia	Nicosia	Nikosia	Nicosie	Nicosia
http://www.wikidata.org/entity/Q2887	Santiago	Santiago de Chile	Santiago de Chile	Santiago de Chile	Santiago	Santiago del Cile
http://www.wikidata.org/entity/Q5465	Cape Town	Kapkaupunki	Kapstaden	Kapstadt	Le Cap	Città del Capo
http://www.wikidata.org/entity/Q3870	Nairobi	Nairobi	Nairobi	Nairobi	Nairobi	Nairobi
http://www.wikidata.org/entity/Q3640	Ankara	Ankara	Ankara	Ankara	Ankara	Ankara
http://www.wikidata.org/entity/Q3926	Pretoria	Pretoria	Pretoria	Pretoria	Pretoria	Pretoria
http://www.wikidata.org/entity/Q3043	Belmopan	Belmopan	Belmopan	Belmopan	Belmopan	Belmopan
http://www.wikidata.org/entity/Q3882	Manama	Manama	Manama	Manama	Manama	Manama
http://www.wikidata.org/entity/Q3630	Jakarta	Jakarta	Jakarta	Jakarta	Jakarta	Giacarta
http://www.wikidata.org/entity/Q9279	Bandar Seri Begawan	Bandar Seri Begawan	Bandar Seri Begawan	Bandar Seri Begawan	Bandar Seri Begawan	Bandar Seri Begawan
http://www.wikidata.org/entity/Q131233	South Tarawa	South Tarawa	South Tarawa	South Tarawa	Tarawa-Sud	Tarawa Sud
http://www.wikidata.org/entity/Q515229	Ngerulmud	Ngerulmud	Ngerulmud	Ngerulmud	Ngerulmud	Ngerulmud
http://www.wikidata.org/entity/Q9248	Baku	Baku	Baku	Baku	Bakou	Baku
http://www.wikidata.org/entity/Q18808	Pyongyang	Pjongjang	Pyongyang	Pjöngjang	Pyongyang	Pyongyang
http://www.wikidata.org/entity/Q18808	Pyongyang	Pjongjang	Pyongyang	Pjöngjang	Pyongyang	Pyongyang
http://www.wikidata.org/entity/Q11194	Sarajevo	Sarajevo	Sarajevo	Sarajevo	Sarajevo	Sarajevo
http://www.wikidata.org/entity/Q9310	Dili	Dili	Dili	Dili	Dili	Dili
http://www.wikidata.org/entity/Q23564	Podgorica	Podgorica	Podgorica	Podgorica	Podgorica	Podgorica
http://www.wikidata.org/entity/Q19660	Bucharest	Bukarest	Bukarest	Bukarest	Bucarest	Bucarest
http://www.wikidata.org/entity/Q19689	Tirana	Tirana	Tirana	Tirana	Tirana	Tirana
http://www.wikidata.org/entity/Q34126	Funafuti	Funafuti	Funafuti	Funafuti	Funafuti	Funafuti
http://www.wikidata.org/entity/Q34126	Funafuti	Funafuti	Funafuti	Funafuti	Funafuti	Funafuti
http://www.wikidata.org/entity/Q34692	Kingston	Kingston	Kingston	Kingston	Kingston	Kingston
http://www.wikidata.org/entity/Q36260	Apia	Apia	Apia	Apia	Apia	Apia
http://www.wikidata.org/entity/Q21197	Chișinău	Chișinău	Chișinău	Chișinău	Chișinău	Chișinău
http://www.wikidata.org/entity/Q23800	Valletta	Valletta	Valletta	Valletta	La Valette	La Valletta
http://www.wikidata.org/entity/Q36262	Saint John's	St. John’s	Saint John's	Saint John’s	Saint John's	Saint John's
http://www.wikidata.org/entity/Q23661	Wellington	Wellington	Wellington	Wellington	Wellington	Wellington
http://www.wikidata.org/entity/Q23661	Wellington	Wellington	Wellington	Wellington	Wellington	Wellington
http://www.wikidata.org/entity/Q38834	Nuku'alofa	Nukuʻalofa	Nuku'alofa	Nukuʻalofa	Nukuʻalofa	Nukuʻalofa
http://www.wikidata.org/entity/Q37701	Bloemfontein	Bloemfontein	Bloemfontein	Bloemfontein	Bloemfontein	Bloemfontein
http://www.wikidata.org/entity/Q36526	Port Moresby	Port Moresby	Port Moresby	Port Moresby	Port Moresby	Port Moresby
http://www.wikidata.org/entity/Q41474	Kingstown	Kingstown	Kingstown	Kingstown	Kingstown	Kingstown
http://www.wikidata.org/entity/Q41295	Basseterre	Basseterre	Basseterre	Basseterre	Basseterre	Basseterre
http://www.wikidata.org/entity/Q36168	Bridgetown	Bridgetown	Bridgetown	Bridgetown	Bridgetown	Bridgetown
http://www.wikidata.org/entity/Q36168	Bridgetown	Bridgetown	Bridgetown	Bridgetown	Bridgetown	Bridgetown
http://www.wikidata.org/entity/Q37806	Port Vila	Port Vila	Port Vila	Port Vila	Port-Vila	Port Vila
http://www.wikidata.org/entity/Q40921	Honiara	Honiara	Honiara	Honiara	Honiara	Honiara
http://www.wikidata.org/entity/Q40921	Honiara	Honiara	Honiara	Honiara	Honiara	Honiara
http://www.wikidata.org/entity/Q41547	St. George's	St. George’s	Saint George's	St. George’s	Saint-Georges	Saint George's
http://www.wikidata.org/entity/Q41699	Castries	Castries	Castries	Castries	Castries	Castries
