country	countryLabelEn	countryLabelFi	countryLabelSv	countryLabelDe	countryLabelFr	countryLabelIt
http://www.wikidata.org/entity/Q760	Saint Lucia	Saint Lucia	Saint Lucia	St. Lucia	Sainte-Lucie	Saint Lucia
http://www.wikidata.org/entity/Q948	Tunisia	Tunisia	Tunisien	Tunesien	Tunisie	Tunisia
http://www.wikidata.org/entity/Q774	Guatemala	Guatemala	Guatemala	Guatemala	Guatemala	Guatemala
http://www.wikidata.org/entity/Q801	Israel	Israel	Israel	Israel	Israël	Israele
http://www.wikidata.org/entity/Q1537653	Ho-Chunk	Winnebagot	Winnebago	Winnebago	Winnebagos	Winnebago
http://www.wikidata.org/entity/Q40	Austria	Itävalta	Österrike	Österreich	Autriche	Austria
http://www.wikidata.org/entity/Q766	Jamaica	Jamaika	Jamaica	Jamaika	Jamaïque	Giamaica
http://www.wikidata.org/entity/Q786	Dominican Republic	Dominikaaninen tasavalta	Dominikanska republiken	Dominikanische Republik	République dominicaine	Repubblica Dominicana
http://www.wikidata.org/entity/Q39	Switzerland	Sveitsi	Schweiz	Schweiz	Suisse	Svizzera
http://www.wikidata.org/entity/Q778	The Bahamas	Bahama	Bahamas	Bahamas	Bahamas	Bahamas
http://www.wikidata.org/entity/Q96	Mexico	Meksiko	Mexiko	Mexiko	Mexique	Messico
http://www.wikidata.org/entity/Q43	Turkey	Turkki	Turkiet	Türkei	Turquie	Turchia
http://www.wikidata.org/entity/Q142	France	Ranska	Frankrike	Frankreich	France	Francia
http://www.wikidata.org/entity/Q783	Honduras	Honduras	Honduras	Honduras	Honduras	Honduras
http://www.wikidata.org/entity/Q1016	Libya	Libya	Libyen	Libyen	Libye	Libia
http://www.wikidata.org/entity/Q796	Iraq	Irak	Irak	Irak	Irak	Iraq
http://www.wikidata.org/entity/Q29999	Kingdom of the Netherlands	Alankomaiden kuningaskunta	Konungariket Nederländerna	Königreich der Niederlande	Royaume des Pays-Bas	Regno dei Paesi Bassi
http://www.wikidata.org/entity/Q115	Ethiopia	Etiopia	Etiopien	Äthiopien	Éthiopie	Etiopia
http://www.wikidata.org/entity/Q324516	Choctaw	Choctawit	Choctawer	Choctaw	Chactas	Choctaw
http://www.wikidata.org/entity/Q333049	Lakota people	Lakotat	Lakota	Lakota	Lakotas	Lakota
http://www.wikidata.org/entity/Q810	Jordan	Jordania	Jordanien	Jordanien	Jordanie	Giordania
http://www.wikidata.org/entity/Q114	Kenya	Kenia	Kenya	Kenia	Kenya	Kenya
http://www.wikidata.org/entity/Q1074730	Chiricahua	Chiricahuat	Chiricahuaapacher	Chiricahua	Chiricahuas	Chiricahua
http://www.wikidata.org/entity/Q794	Iran	Iran	Iran	Iran	Iran	Iran
http://www.wikidata.org/entity/Q45	Portugal	Portugali	Portugal	Portugal	Portugal	Portogallo
http://www.wikidata.org/entity/Q792	El Salvador	El Salvador	El Salvador	El Salvador	Salvador	El Salvador
http://www.wikidata.org/entity/Q800	Costa Rica	Costa Rica	Costa Rica	Costa Rica	Costa Rica	Costa Rica
http://www.wikidata.org/entity/Q811	Nicaragua	Nicaragua	Nicaragua	Nicaragua	Nicaragua	Nicaragua
http://www.wikidata.org/entity/Q145	United Kingdom	Yhdistynyt kuningaskunta	Storbritannien	Vereinigtes Königreich	Royaume-Uni	Regno Unito
http://www.wikidata.org/entity/Q145	United Kingdom	Yhdistynyt kuningaskunta	Storbritannien	Vereinigtes Königreich	Royaume-Uni	Regno Unito
http://www.wikidata.org/entity/Q77	Uruguay	Uruguay	Uruguay	Uruguay	Uruguay	Uruguay
http://www.wikidata.org/entity/Q804	Panama	Panama	Panama	Panama	Panama	Panama
http://www.wikidata.org/entity/Q817	Kuwait	Kuwait	Kuwait	Kuwait	Koweït	Kuwait
http://www.wikidata.org/entity/Q784	Dominica	Dominica	Dominica	Dominica	Dominique	Dominica
http://www.wikidata.org/entity/Q858	Syria	Syyria	Syrien	Syrien	Syrie	Siria
http://www.wikidata.org/entity/Q159	Russia	Venäjä	Ryssland	Russland	Russie	Russia
http://www.wikidata.org/entity/Q781	Antigua and Barbuda	Antigua ja Barbuda	Antigua och Barbuda	Antigua und Barbuda	Antigua-et-Barbuda	Antigua e Barbuda
http://www.wikidata.org/entity/Q183	Germany	Saksa	Tyskland	Deutschland	Allemagne	Germania
http://www.wikidata.org/entity/Q790	Haiti	Haiti	Haiti	Haiti	Haïti	Haiti
http://www.wikidata.org/entity/Q813	Kyrgyzstan	Kirgisia	Kirgizistan	Kirgisistan	Kirghizistan	Kirghizistan
http://www.wikidata.org/entity/Q148	People's Republic of China	Kiina	Kina	Volksrepublik China	République populaire de Chine	Cina
http://www.wikidata.org/entity/Q805	Yemen	Jemen	Jemen	Jemen	Yémen	Yemen
http://www.wikidata.org/entity/Q117	Ghana	Ghana	Ghana	Ghana	Ghana	Ghana
http://www.wikidata.org/entity/Q189	Iceland	Islanti	Island	Island	Islande	Islanda
http://www.wikidata.org/entity/Q211	Latvia	Latvia	Lettland	Lettland	Lettonie	Lettonia
http://www.wikidata.org/entity/Q822	Lebanon	Libanon	Libanon	Libanon	Liban	Libano
http://www.wikidata.org/entity/Q826	Maldives	Malediivit	Maldiverna	Malediven	Maldives	Maldive
http://www.wikidata.org/entity/Q155	Brazil	Brasilia	Brasilien	Brasilien	Brésil	Brasile
http://www.wikidata.org/entity/Q212	Ukraine	Ukraina	Ukraina	Ukraine	Ukraine	Ucraina
http://www.wikidata.org/entity/Q191	Estonia	Viro	Estland	Estland	Estonie	Estonia
http://www.wikidata.org/entity/Q801	Israel	Israel	Israel	Israel	Israël	Israele
http://www.wikidata.org/entity/Q184	Belarus	Valko-Venäjä	Belarus	Belarus	Biélorussie	Bielorussia
http://www.wikidata.org/entity/Q842	Oman	Oman	Oman	Oman	Oman	Oman
http://www.wikidata.org/entity/Q819	Laos	Laos	Laos	Laos	Laos	Laos
http://www.wikidata.org/entity/Q213	Czech Republic	Tšekki	Tjeckien	Tschechien	Tchéquie	Repubblica Ceca
http://www.wikidata.org/entity/Q833	Malaysia	Malesia	Malaysia	Malaysia	Malaisie	Malaysia
http://www.wikidata.org/entity/Q843	Pakistan	Pakistan	Pakistan	Pakistan	Pakistan	Pakistan
http://www.wikidata.org/entity/Q836	Myanmar	Myanmar	Myanmar	Myanmar	Birmanie	Birmania
http://www.wikidata.org/entity/Q215	Slovenia	Slovenia	Slovenien	Slowenien	Slovénie	Slovenia
http://www.wikidata.org/entity/Q854	Sri Lanka	Sri Lanka	Sri Lanka	Sri Lanka	Sri Lanka	Sri Lanka
http://www.wikidata.org/entity/Q837	Nepal	Nepal	Nepal	Nepal	Népal	Nepal
http://www.wikidata.org/entity/Q217	Moldova	Moldova	Moldavien	Republik Moldau	Moldavie	Moldavia
http://www.wikidata.org/entity/Q218	Romania	Romania	Rumänien	Rumänien	Roumanie	Romania
http://www.wikidata.org/entity/Q214	Slovakia	Slovakia	Slovakien	Slowakei	Slovaquie	Slovacchia
http://www.wikidata.org/entity/Q846	Qatar	Qatar	Qatar	Katar	Qatar	Qatar
http://www.wikidata.org/entity/Q858	Syria	Syyria	Syrien	Syrien	Syrie	Siria
http://www.wikidata.org/entity/Q221	North Macedonia	Pohjois-Makedonia	Nordmakedonien	Nordmazedonien	Macédoine du Nord	Macedonia del Nord
http://www.wikidata.org/entity/Q863	Tajikistan	Tadžikistan	Tadzjikistan	Tadschikistan	Tadjikistan	Tagikistan
http://www.wikidata.org/entity/Q851	Saudi Arabia	Saudi-Arabia	Saudiarabien	Saudi-Arabien	Arabie saoudite	Arabia Saudita
http://www.wikidata.org/entity/Q874	Turkmenistan	Turkmenistan	Turkmenistan	Turkmenistan	Turkménistan	Turkmenistan
http://www.wikidata.org/entity/Q869	Thailand	Thaimaa	Thailand	Thailand	Thaïlande	Thailandia
http://www.wikidata.org/entity/Q878	United Arab Emirates	Yhdistyneet arabiemiirikunnat	Förenade Arabemiraten	Vereinigte Arabische Emirate	Émirats arabes unis	Emirati Arabi Uniti
http://www.wikidata.org/entity/Q222	Albania	Albania	Albanien	Albanien	Albanie	Albania
http://www.wikidata.org/entity/Q865	Taiwan	Taiwan	Taiwan	Republik China	Taïwan	Taiwan
http://www.wikidata.org/entity/Q219	Bulgaria	Bulgaria	Bulgarien	Bulgarien	Bulgarie	Bulgaria
http://www.wikidata.org/entity/Q230	Georgia	Georgia	Georgien	Georgien	Géorgie	Georgia
http://www.wikidata.org/entity/Q881	Vietnam	Vietnam	Vietnam	Vietnam	Viêt Nam	Vietnam
http://www.wikidata.org/entity/Q224	Croatia	Kroatia	Kroatien	Kroatien	Croatie	Croazia
http://www.wikidata.org/entity/Q227	Azerbaijan	Azerbaidžan	Azerbajdzjan	Aserbaidschan	Azerbaïdjan	Azerbaigian
http://www.wikidata.org/entity/Q232	Kazakhstan	Kazakstan	Kazakstan	Kasachstan	Kazakhstan	Kazakistan
http://www.wikidata.org/entity/Q229	Cyprus	Kypros	Cypern	Republik Zypern	Chypre	Cipro
http://www.wikidata.org/entity/Q225	Bosnia and Herzegovina	Bosnia ja Hertsegovina	Bosnien och Hercegovina	Bosnien und Herzegowina	Bosnie-Herzégovine	Bosnia ed Erzegovina
http://www.wikidata.org/entity/Q241	Cuba	Kuuba	Kuba	Kuba	Cuba	Cuba
http://www.wikidata.org/entity/Q228	Andorra	Andorra	Andorra	Andorra	Andorre	Andorra
http://www.wikidata.org/entity/Q233	Malta	Malta	Malta	Malta	Malte	Malta
http://www.wikidata.org/entity/Q902	Bangladesh	Bangladesh	Bangladesh	Bangladesch	Bangladesh	Bangladesh
http://www.wikidata.org/entity/Q884	South Korea	Korean tasavalta	Sydkorea	Südkorea	Corée du Sud	Corea del Sud
http://www.wikidata.org/entity/Q238	San Marino	San Marino	San Marino	San Marino	Saint-Marin	San Marino
http://www.wikidata.org/entity/Q236	Montenegro	Montenegro	Montenegro	Montenegro	Monténégro	Montenegro
http://www.wikidata.org/entity/Q244	Barbados	Barbados	Barbados	Barbados	Barbade	Barbados
http://www.wikidata.org/entity/Q244	Barbados	Barbados	Barbados	Barbados	Barbade	Barbados
http://www.wikidata.org/entity/Q889	Afghanistan	Afganistan	Afghanistan	Afghanistan	Afghanistan	Afghanistan
http://www.wikidata.org/entity/Q235	Monaco	Monaco	Monaco	Monaco	Monaco	Principato di Monaco
http://www.wikidata.org/entity/Q242	Belize	Belize	Belize	Belize	Belize	Belize
http://www.wikidata.org/entity/Q924	Tanzania	Tansania	Tanzania	Tansania	Tanzanie	Tanzania
http://www.wikidata.org/entity/Q921	Brunei	Brunei	Brunei	Brunei	Brunei	Brunei
http://www.wikidata.org/entity/Q916	Angola	Angola	Angola	Angola	Angola	Angola
http://www.wikidata.org/entity/Q237	Vatican City	Vatikaani	Vatikanstaten	Vatikanstadt	Cité du Vatican	Città del Vaticano
http://www.wikidata.org/entity/Q929	Central African Republic	Keski-Afrikan tasavalta	Centralafrikanska republiken	Zentralafrikanische Republik	République centrafricaine	Repubblica Centrafricana
http://www.wikidata.org/entity/Q258	South Africa	Etelä-Afrikka	Sydafrika	Südafrika	Afrique du Sud	Sudafrica
http://www.wikidata.org/entity/Q945	Togo	Togo	Togo	Togo	Togo	Togo
http://www.wikidata.org/entity/Q928	Philippines	Filippiinit	Filippinerna	Philippinen	Philippines	Filippine
http://www.wikidata.org/entity/Q917	Bhutan	Bhutan	Bhutan	Bhutan	Bhoutan	Bhutan
http://www.wikidata.org/entity/Q252	Indonesia	Indonesia	Indonesien	Indonesien	Indonésie	Indonesia
http://www.wikidata.org/entity/Q948	Tunisia	Tunisia	Tunisien	Tunesien	Tunisie	Tunisia
http://www.wikidata.org/entity/Q953	Zambia	Sambia	Zambia	Sambia	Zambie	Zambia
http://www.wikidata.org/entity/Q912	Mali	Mali	Mali	Mali	Mali	Mali
http://www.wikidata.org/entity/Q954	Zimbabwe	Zimbabwe	Zimbabwe	Simbabwe	Zimbabwe	Zimbabwe
http://www.wikidata.org/entity/Q262	Algeria	Algeria	Algeriet	Algerien	Algérie	Algeria
http://www.wikidata.org/entity/Q962	Benin	Benin	Benin	Benin	Bénin	Benin
http://www.wikidata.org/entity/Q963	Botswana	Botswana	Botswana	Botswana	Botswana	Botswana
http://www.wikidata.org/entity/Q958	South Sudan	Etelä-Sudan	Sydsudan	Südsudan	Soudan du Sud	Sudan del Sud
http://www.wikidata.org/entity/Q347	Liechtenstein	Liechtenstein	Liechtenstein	Liechtenstein	Liechtenstein	Liechtenstein
http://www.wikidata.org/entity/Q298	Chile	Chile	Chile	Chile	Chili	Cile
http://www.wikidata.org/entity/Q970	Comoros	Komorit	Komorerna	Komoren	Comores	Comore
http://www.wikidata.org/entity/Q971	Republic of the Congo	Kongon tasavalta	Kongo-Brazzaville	Republik Kongo	République du Congo	Repubblica del Congo
http://www.wikidata.org/entity/Q965	Burkina Faso	Burkina Faso	Burkina Faso	Burkina Faso	Burkina Faso	Burkina Faso
http://www.wikidata.org/entity/Q974	Democratic Republic of the Congo	Kongon demokraattinen tasavalta	Kongo-Kinshasa	Demokratische Republik Kongo	République démocratique du Congo	Repubblica Democratica del Congo
http://www.wikidata.org/entity/Q334	Singapore	Singapore	Singapore	Singapur	Singapour	Singapore
http://www.wikidata.org/entity/Q967	Burundi	Burundi	Burundi	Burundi	Burundi	Burundi
http://www.wikidata.org/entity/Q403	Serbia	Serbia	Serbien	Serbien	Serbie	Serbia
http://www.wikidata.org/entity/Q399	Armenia	Armenia	Armenien	Armenien	Arménie	Armenia
http://www.wikidata.org/entity/Q408	Australia	Australia	Australien	Australien	Australie	Australia
http://www.wikidata.org/entity/Q408	Australia	Australia	Australien	Australien	Australie	Australia
http://www.wikidata.org/entity/Q265	Uzbekistan	Uzbekistan	Uzbekistan	Usbekistan	Ouzbékistan	Uzbekistan
http://www.wikidata.org/entity/Q1005	The Gambia	Gambia	Gambia	Gambia	Gambie	Gambia
http://www.wikidata.org/entity/Q398	Bahrain	Bahrain	Bahrain	Bahrain	Bahreïn	Bahrein
http://www.wikidata.org/entity/Q1000	Gabon	Gabon	Gabon	Gabun	Gabon	Gabon
http://www.wikidata.org/entity/Q986	Eritrea	Eritrea	Eritrea	Eritrea	Érythrée	Eritrea
http://www.wikidata.org/entity/Q983	Equatorial Guinea	Päiväntasaajan Guinea	Ekvatorialguinea	Äquatorialguinea	Guinée équatoriale	Guinea Equatoriale
http://www.wikidata.org/entity/Q423	North Korea	Korean demokraattinen kansantasavalta	Nordkorea	Nordkorea	Corée du Nord	Corea del Nord
http://www.wikidata.org/entity/Q423	North Korea	Korean demokraattinen kansantasavalta	Nordkorea	Nordkorea	Corée du Nord	Corea del Nord
http://www.wikidata.org/entity/Q419	Peru	Peru	Peru	Peru	Pérou	Perù
http://www.wikidata.org/entity/Q1006	Guinea	Guinea	Guinea	Guinea	Guinée	Guinea
http://www.wikidata.org/entity/Q414	Argentina	Argentiina	Argentina	Argentinien	Argentine	Argentina
http://www.wikidata.org/entity/Q977	Djibouti	Djibouti	Djibouti	Dschibuti	Djibouti	Gibuti
http://www.wikidata.org/entity/Q1011	Cape Verde	Kap Verde	Kap Verde	Kap Verde	Cap-Vert	Capo Verde
http://www.wikidata.org/entity/Q574	East Timor	Itä-Timor	Östtimor	Osttimor	Timor oriental	Timor Est
http://www.wikidata.org/entity/Q424	Cambodia	Kambodža	Kambodja	Kambodscha	Cambodge	Cambogia
http://www.wikidata.org/entity/Q1008	Ivory Coast	Norsunluurannikko	Elfenbenskusten	Elfenbeinküste	Côte d'Ivoire	Costa d'Avorio
http://www.wikidata.org/entity/Q672	Tuvalu	Tuvalu	Tuvalu	Tuvalu	Tuvalu	Tuvalu
http://www.wikidata.org/entity/Q672	Tuvalu	Tuvalu	Tuvalu	Tuvalu	Tuvalu	Tuvalu
http://www.wikidata.org/entity/Q1016	Libya	Libya	Libyen	Libyen	Libye	Libia
http://www.wikidata.org/entity/Q1009	Cameroon	Kamerun	Kamerun	Kamerun	Cameroun	Camerun
http://www.wikidata.org/entity/Q1013	Lesotho	Lesotho	Lesotho	Lesotho	Lesotho	Lesotho
http://www.wikidata.org/entity/Q683	Samoa	Samoa	Samoa	Samoa	Samoa	Samoa
http://www.wikidata.org/entity/Q657	Chad	Tšad	Tchad	Tschad	Tchad	Ciad
http://www.wikidata.org/entity/Q678	Tonga	Tonga	Tonga	Tonga	Tonga	Tonga
http://www.wikidata.org/entity/Q1007	Guinea-Bissau	Guinea-Bissau	Guinea-Bissau	Guinea-Bissau	Guinée-Bissau	Guinea-Bissau
http://www.wikidata.org/entity/Q1014	Liberia	Liberia	Liberia	Liberia	Liberia	Liberia
http://www.wikidata.org/entity/Q1019	Madagascar	Madagaskar	Madagaskar	Madagaskar	Madagascar	Madagascar
http://www.wikidata.org/entity/Q766	Jamaica	Jamaika	Jamaica	Jamaika	Jamaïque	Giamaica
http://www.wikidata.org/entity/Q668	India	Intia	Indien	Indien	Inde	India
http://www.wikidata.org/entity/Q691	Papua New Guinea	Papua-Uusi-Guinea	Papua Nya Guinea	Papua-Neuguinea	Papouasie-Nouvelle-Guinée	Papua Nuova Guinea
http://www.wikidata.org/entity/Q1027	Mauritius	Mauritius	Mauritius	Mauritius	Maurice	Mauritius
http://www.wikidata.org/entity/Q664	New Zealand	Uusi-Seelanti	Nya Zeeland	Neuseeland	Nouvelle-Zélande	Nuova Zelanda
http://www.wikidata.org/entity/Q664	New Zealand	Uusi-Seelanti	Nya Zeeland	Neuseeland	Nouvelle-Zélande	Nuova Zelanda
http://www.wikidata.org/entity/Q1025	Mauritania	Mauritania	Mauretanien	Mauretanien	Mauritanie	Mauritania
http://www.wikidata.org/entity/Q1028	Morocco	Marokko	Marocko	Marokko	Maroc	Marocco
http://www.wikidata.org/entity/Q685	Solomon Islands	Salomonsaaret	Salomonöarna	Salomonen	Îles Salomon	Isole Salomone
http://www.wikidata.org/entity/Q685	Solomon Islands	Salomonsaaret	Salomonöarna	Salomonen	Îles Salomon	Isole Salomone
http://www.wikidata.org/entity/Q778	The Bahamas	Bahama	Bahamas	Bahamas	Bahamas	Bahamas
http://www.wikidata.org/entity/Q763	Saint Kitts and Nevis	Saint Kitts ja Nevis	Saint Kitts och Nevis	St. Kitts und Nevis	Saint-Christophe-et-Niévès	Saint Kitts e Nevis
http://www.wikidata.org/entity/Q1020	Malawi	Malawi	Malawi	Malawi	Malawi	Malawi
http://www.wikidata.org/entity/Q1029	Mozambique	Mosambik	Moçambique	Mosambik	Mozambique	Mozambico
http://www.wikidata.org/entity/Q757	Saint Vincent and the Grenadines	Saint Vincent ja Grenadiinit	Saint Vincent och Grenadinerna	St. Vincent und die Grenadinen	Saint-Vincent-et-les-Grenadines	Saint Vincent e Grenadine
http://www.wikidata.org/entity/Q769	Grenada	Grenada	Grenada	Grenada	Grenade	Grenada
http://www.wikidata.org/entity/Q760	Saint Lucia	Saint Lucia	Saint Lucia	St. Lucia	Sainte-Lucie	Saint Lucia
http://www.wikidata.org/entity/Q1030	Namibia	Namibia	Namibia	Namibia	Namibie	Namibia
http://www.wikidata.org/entity/Q686	Vanuatu	Vanuatu	Vanuatu	Vanuatu	Vanuatu	Vanuatu
http://www.wikidata.org/entity/Q781	Antigua and Barbuda	Antigua ja Barbuda	Antigua och Barbuda	Antigua und Barbuda	Antigua-et-Barbuda	Antigua e Barbuda
http://www.wikidata.org/entity/Q917	Bhutan	Bhutan	Bhutan	Bhutan	Bhoutan	Bhutan
http://www.wikidata.org/entity/Q1032	Niger	Niger	Niger	Niger	Niger	Niger
