c	countryLabelEn	countryLabelFi	countryLabelSv	countryLabelDe	countryLabelFr	countryLabelIt
http://www.wikidata.org/entity/Q26365	Eastern Caribbean dollar	Itä-Karibian dollari	Östkaribisk dollar	Ostkaribischer Dollar	dollar des Caraïbes orientales	dollaro dei Caraibi Orientali
http://www.wikidata.org/entity/Q26365	Eastern Caribbean dollar	Itä-Karibian dollari	Östkaribisk dollar	Ostkaribischer Dollar	dollar des Caraïbes orientales	dollaro dei Caraibi Orientali
http://www.wikidata.org/entity/Q26365	Eastern Caribbean dollar	Itä-Karibian dollari	Östkaribisk dollar	Ostkaribischer Dollar	dollar des Caraïbes orientales	dollaro dei Caraibi Orientali
http://www.wikidata.org/entity/Q26365	Eastern Caribbean dollar	Itä-Karibian dollari	Östkaribisk dollar	Ostkaribischer Dollar	dollar des Caraïbes orientales	dollaro dei Caraibi Orientali
http://www.wikidata.org/entity/Q199471	Afghan afghani	Afganistanin afgaani	Afghani	Afghani	afghani	afghani afgano
http://www.wikidata.org/entity/Q131309	new shekel	Uusi Israelin sekeli	Shekel	Schekel	shekel	nuovo siclo israeliano
http://www.wikidata.org/entity/Q186794	Botswana pula	Pula	Pula	botswanischer Pula	pula	pula del Botswana
http://www.wikidata.org/entity/Q73408	Zambian kwacha	Sambian kwacha	Zambisk kwacha	sambischer Kwacha	kwacha zambien	kwacha zambiano
http://www.wikidata.org/entity/Q194453	Bangladeshi taka	Bangladeshin taka	Taka	Taka	taka	taka bengalese
http://www.wikidata.org/entity/Q177882	baht	Baht	Baht	Baht	baht	baht thailandese
http://www.wikidata.org/entity/Q190699	Libyan dinar	Libyan dinaari	Libysk dinar	libyscher Dinar	dinar libyen	dinaro libico
http://www.wikidata.org/entity/Q199857	Saudi riyal	Saudi-Arabian rial	Saudiarabisk rial	Saudi-Rial	riyal saoudien	riyal saudita
http://www.wikidata.org/entity/Q188289	Pakistani rupee	Pakistanin rupia	Pakistansk rupee	pakistanische Rupie	roupie pakistanaise	rupia pakistana
http://www.wikidata.org/entity/Q35881	Kyrgyzstani som	Kirgisian som	Kirgizistansk som	Som	som	som kirghizo
http://www.wikidata.org/entity/Q171503	nakfa	Eritrean nakfa	Nakfa	eritreischer Nakfa	nakfa érythréen	nacfa eritreo
http://www.wikidata.org/entity/Q199674	Algerian dinar	Algerian dinaari	Algerisk dinar	algerischer Dinar	dinar algérien	dinaro algerino
http://www.wikidata.org/entity/Q192090	Vietnamese dong	Vietnamin đồng	Vietnamesisk dong	vietnamesischer Đồng	dong	Đồng vietnamita
http://www.wikidata.org/entity/Q181907	South African rand	Etelä-Afrikan randi	Rand	südafrikanischer Rand	rand	rand sudafricano
http://www.wikidata.org/entity/Q191068	Faroese króna	Färsaarten kruunu	Färöisk krona	färöische Krone	couronne féroïenne	corona delle Fær Øer
http://www.wikidata.org/entity/Q200737	boliviano	Bolivian boliviano	Boliviano	Boliviano	boliviano	boliviano
http://www.wikidata.org/entity/Q201799	ngultrum	Bhutanin ngultrum	Ngultrum	Ngultrum	ngultrum	Ngultrum del Bhutan
http://www.wikidata.org/entity/Q199886	Tajikistani somoni	Tadžikistanin somoni	Tadzjikistansk somoni	Somoni	somoni	somoni tagico
http://www.wikidata.org/entity/Q201875	kyat	Myanmarin kyat	Burmesisk kyat	Kyat	Kyat	Kyat birmano
http://www.wikidata.org/entity/Q200337	kwanza	Angolan kwanza	Kwanza	Kwanza	Kwanza	Kwanza angolano
http://www.wikidata.org/entity/Q183435	tugrik	Mongolian tugrik	Mongolisk Tögrög	Tögrög	tugrik	tugrik mongolo
http://www.wikidata.org/entity/Q202040	South Korean won	Etelä-Korean won	Sydkoreansk won	Südkoreanischer Won	won sud-coréen	won sudcoreano
http://www.wikidata.org/entity/Q200055	Lao kip	Laosin kip	Laotisk Kip	Kip	Kip laotien	Kip laotiano
http://www.wikidata.org/entity/Q193098	Kuwaiti dinar	Kuwaitin dinaari	Kuwaitisk dinar	Kuwait-Dinar	dinar koweïtien	dinaro kuwaitiano
http://www.wikidata.org/entity/Q131723	bitcoin	bitcoin	Bitcoin	Bitcoin	Bitcoin	bitcoin
http://www.wikidata.org/entity/Q202895	Nepalese rupee	Nepalin rupia	Nepalesisk rupee	Nepalesische Rupie	Roupie népalaise	Rupia nepalese
http://www.wikidata.org/entity/Q193094	Iraqi dinar	Irakin dinaari	Irakisk dinar	irakischer Dinar	dinar irakien	dinaro iracheno
http://www.wikidata.org/entity/Q206600	Maldivian rufiyaa	Malediivien rufiyaa	Maldivisk rufiyah	Rufiyaa	Rufiyaa	rufiyaa delle Maldive
http://www.wikidata.org/entity/Q194339	Bahamian dollar	Bahaman dollari	Bahamansk dollar	Bahama-Dollar	dollar bahaméen	dollaro delle Bahamas
http://www.wikidata.org/entity/Q206319	Brunei dollar	Brunein dollari	Bruneisk dollar	Brunei-Dollar	dollar de Brunei	dollaro del Brunei
http://www.wikidata.org/entity/Q210472	Panamanian balboa	Panaman balboa	Panamansk balboa	Panamaischer Balboa	Balboa	Balboa panamense
http://www.wikidata.org/entity/Q207396	quetzal	Guatemalan quetzal	Quetzal	Guatemaltekischer Quetzal	Quetzal	Quetzal guatemalteco
http://www.wikidata.org/entity/Q200759	kina	Papua-Uuden-Guinean kina	Papuansk Kina	Kina	Kina	Kina papuana
http://www.wikidata.org/entity/Q203722	Jordanian dinar	Jordanian dinaari	Jordansk dinar	jordanischer Dinar	dinar jordanien	dinaro giordano
http://www.wikidata.org/entity/Q238007	Burundian franc	Burundin frangi	Burundisk franc	Burundi-Franc	Franc burundais	Franco del Burundi
http://www.wikidata.org/entity/Q207312	Nicaraguan córdoba	Nicaraguan córdoba	Nicaraguansk córdoba	Córdoba Oro	Córdoba	Córdoba nicaraguense
http://www.wikidata.org/entity/Q209792	Jamaican dollar	Jamaikan dollari	Jamaicansk dollar	Jamaika-Dollar	Dollar jamaïcain	Dollaro giamaicano
http://www.wikidata.org/entity/Q4917	United States dollar	Yhdysvaltain dollari	amerikansk dollar	US-Dollar	dollar américain	dollaro statunitense
http://www.wikidata.org/entity/Q4917	United States dollar	Yhdysvaltain dollari	amerikansk dollar	US-Dollar	dollar américain	dollaro statunitense
http://www.wikidata.org/entity/Q25417	Danish krone	Tanskan kruunu	dansk krona	dänische Krone	couronne danoise	corona danese
http://www.wikidata.org/entity/Q208039	Lesotho loti	Lesothon loti	Lesothisk Loti	Lesothischer Loti	Loti	Loti lesothiano
http://www.wikidata.org/entity/Q208526	New Taiwan dollar	Uusi Taiwanin dollari	Taiwanesisk dollar	Neuer Taiwan-Dollar	nouveau dollar de Taïwan	Dollaro taiwanese
http://www.wikidata.org/entity/Q202885	dalasi	Dalasi	Dalasi	Dalasi	Dalasi	Dalasi gambese
http://www.wikidata.org/entity/Q207514	Paraguayan guaraní	Paraguayn guaraní	Guarani	Paraguayischer Guaraní	Guaraní	guaraní paraguaiano
http://www.wikidata.org/entity/Q213005	Guyanese dollar	Guyanan dollari	Guyansk dollar	Guyana-Dollar	Dollar guyanien	Dollaro della Guyana
http://www.wikidata.org/entity/Q201880	Lebanese pound	Libanonin punta	Libanesiskt pund	libanesisches Pfund	livre libanaise	lira libanese
http://www.wikidata.org/entity/Q203955	gourde	Haitin gourde	Gourde	Gourde	Gourde	Gourde haitiano
http://www.wikidata.org/entity/Q206386	Qatari riyal	Qatarin rial	Qatarisk rial	Katar-Riyal	Riyal qatarien	riyal del Qatar
http://www.wikidata.org/entity/Q242890	Trinidad and Tobago dollar	Trinidad ja Tobagon dollari	Trinidaddollar	Trinidad-und-Tobago-Dollar	Dollar de Trinité-et-Tobago	Dollaro di Trinidad e Tobago
http://www.wikidata.org/entity/Q240512	Yemeni rial	Jemenin rial	Jemenitisk rial	Jemen-Rial	rial yéménite	riyal yemenita
http://www.wikidata.org/entity/Q213311	Guinean franc	Guinean frangi	Guinesisk franc	Franc Guinéen	franc guinéen	Franco guineano
http://www.wikidata.org/entity/Q25224	pound sterling	Englannin punta	Brittiskt pund	Pfund Sterling	livre sterling	sterlina britannica
http://www.wikidata.org/entity/Q25224	pound sterling	Englannin punta	Brittiskt pund	Pfund Sterling	livre sterling	sterlina britannica
http://www.wikidata.org/entity/Q8146	Japanese yen	Japanin jeni	yen	Yen	yen	yen
http://www.wikidata.org/entity/Q25344	Swiss franc	Sveitsin frangi	schweizisk franc	Schweizer Franken	Franc suisse	franco svizzero
http://www.wikidata.org/entity/Q25344	Swiss franc	Sveitsin frangi	schweizisk franc	Schweizer Franken	Franc suisse	franco svizzero
http://www.wikidata.org/entity/Q200294	United Arab Emirates dirham	Yhdistyneiden arabiemiirikuntien dirhami	Emiratisk dirham	VAE-Dirham	Dirham des Émirats arabes unis	Dirham degli Emirati Arabi Uniti
http://www.wikidata.org/entity/Q202036	Surinamese dollar	Surinamen dollari	Surinamesisk dollar	Suriname-Dollar	Dollar du Surinam	Dollaro surinamese
http://www.wikidata.org/entity/Q242922	Dominican peso	Dominikaanisen tasavallan peso	Dominikansk peso	dominikanischer Peso	peso dominicain	peso dominicano
http://www.wikidata.org/entity/Q242988	Liberian dollar	Liberian dollari	Liberiansk dollar	Liberianischer Dollar	dollar libérien	Dollaro liberiano
http://www.wikidata.org/entity/Q242915	Costa Rican colón	Costa Rican colón	Costaricansk colón	Costa-Rica-Colón	colón	Colón costaricano
http://www.wikidata.org/entity/Q240468	Syrian pound	Syyrian punta	Syriskt pund	syrische Lira	livre syrienne	lira siriana
http://www.wikidata.org/entity/Q4916	euro	euro	euro	Euro	euro	euro
http://www.wikidata.org/entity/Q4916	euro	euro	euro	Euro	euro	euro
http://www.wikidata.org/entity/Q4916	euro	euro	euro	Euro	euro	euro
http://www.wikidata.org/entity/Q4916	euro	euro	euro	Euro	euro	euro
http://www.wikidata.org/entity/Q272290	Omani rial	Omanin rial	Omansk rial	Omanischer Rial	Rial omanais	Riyal dell'Oman
http://www.wikidata.org/entity/Q486637	Turkmenistan manat	Turkmenistanin manat	Turkmenistansk manat	Turkmenistan-Manat	Manat turkmène	Manat turkmeno
http://www.wikidata.org/entity/Q41588	rupiah	Indonesian rupia	Rupiah	indonesische Rupiah	roupie indonésienne	rupia indonesiana
http://www.wikidata.org/entity/Q4916	euro	euro	euro	Euro	euro	euro
http://www.wikidata.org/entity/Q4916	euro	euro	euro	Euro	euro	euro
http://www.wikidata.org/entity/Q4916	euro	euro	euro	Euro	euro	euro
http://www.wikidata.org/entity/Q4916	euro	euro	euro	Euro	euro	euro
http://www.wikidata.org/entity/Q47190	forint	Unkarin forintti	Forint	Forint	forint	fiorino ungherese
http://www.wikidata.org/entity/Q26365	Eastern Caribbean dollar	Itä-Karibian dollari	Östkaribisk dollar	Ostkaribischer Dollar	dollar des Caraïbes orientales	dollaro dei Caraibi Orientali
http://www.wikidata.org/entity/Q26365	Eastern Caribbean dollar	Itä-Karibian dollari	Östkaribisk dollar	Ostkaribischer Dollar	dollar des Caraïbes orientales	dollaro dei Caraibi Orientali
http://www.wikidata.org/entity/Q26365	Eastern Caribbean dollar	Itä-Karibian dollari	Östkaribisk dollar	Ostkaribischer Dollar	dollar des Caraïbes orientales	dollaro dei Caraibi Orientali
http://www.wikidata.org/entity/Q123213	złoty	Puolan złoty	Złoty	Złoty	złoty	złoty polacco
http://www.wikidata.org/entity/Q122922	Swedish krona	Ruotsin kruunu	svensk krona	schwedische Krone	couronne suédoise	corona svedese
http://www.wikidata.org/entity/Q39099	renminbi	Renminbi	Renminbi	Renminbi	Renminbi	renminbi cinese
http://www.wikidata.org/entity/Q106720	North Korean won	Pohjois-Korean won	Nordkoreansk won	nordkoreanischer Won	won nord-coréen	won nordcoreano
http://www.wikidata.org/entity/Q106720	North Korean won	Pohjois-Korean won	Nordkoreansk won	nordkoreanischer Won	won nord-coréen	won nordcoreano
http://www.wikidata.org/entity/Q173117	Brazilian real	Brasilian real	Real	brasilianischer Real	réal brésilien	real brasiliano
http://www.wikidata.org/entity/Q125999	Albanian lek	Albanian lek	Lek	Albanischer Lek	lek	lek albanese
http://www.wikidata.org/entity/Q244366	South Sudanese pound	Etelä-Sudanin punta	Sydsudanesiskt pund	südsudanesisches Pfund	livre sud-soudanaise	sterlina sudsudanese
http://www.wikidata.org/entity/Q172524	Serbian dinar	Serbian dinaari	Serbisk dinar	serbischer Dinar	dinar serbe	dinaro serbo
http://www.wikidata.org/entity/Q4916	euro	euro	euro	Euro	euro	euro
http://www.wikidata.org/entity/Q4916	euro	euro	euro	Euro	euro	euro
http://www.wikidata.org/entity/Q4916	euro	euro	euro	Euro	euro	euro
http://www.wikidata.org/entity/Q4916	euro	euro	euro	Euro	euro	euro
http://www.wikidata.org/entity/Q4916	euro	euro	euro	Euro	euro	euro
http://www.wikidata.org/entity/Q4916	euro	euro	euro	Euro	euro	euro
http://www.wikidata.org/entity/Q4916	euro	euro	euro	Euro	euro	euro
http://www.wikidata.org/entity/Q4916	euro	euro	euro	Euro	euro	euro
http://www.wikidata.org/entity/Q4916	euro	euro	euro	Euro	euro	euro
http://www.wikidata.org/entity/Q4916	euro	euro	euro	Euro	euro	euro
http://www.wikidata.org/entity/Q4916	euro	euro	euro	Euro	euro	euro
http://www.wikidata.org/entity/Q847739	Central African CFA franc	Keski-Afrikan CFA-frangi	Centralafrikansk CFA Franc	CFA-Franc BEAC	franc CFA d'Afrique Centrale	franco CFA dell'Africa centrale
http://www.wikidata.org/entity/Q847739	Central African CFA franc	Keski-Afrikan CFA-frangi	Centralafrikansk CFA Franc	CFA-Franc BEAC	franc CFA d'Afrique Centrale	franco CFA dell'Africa centrale
http://www.wikidata.org/entity/Q847739	Central African CFA franc	Keski-Afrikan CFA-frangi	Centralafrikansk CFA Franc	CFA-Franc BEAC	franc CFA d'Afrique Centrale	franco CFA dell'Africa centrale
http://www.wikidata.org/entity/Q847739	Central African CFA franc	Keski-Afrikan CFA-frangi	Centralafrikansk CFA Franc	CFA-Franc BEAC	franc CFA d'Afrique Centrale	franco CFA dell'Africa centrale
http://www.wikidata.org/entity/Q847739	Central African CFA franc	Keski-Afrikan CFA-frangi	Centralafrikansk CFA Franc	CFA-Franc BEAC	franc CFA d'Afrique Centrale	franco CFA dell'Africa centrale
http://www.wikidata.org/entity/Q130498	Armenian dram	Armenian dram	Dram	Dram	dram	dram armeno
http://www.wikidata.org/entity/Q41044	Russian ruble	Venäjän rupla	rysk rubel	russischer Rubel	rouble russe	rublo russo
http://www.wikidata.org/entity/Q183530	Ghana cedi	Cedi	Ghana Cedi	Cedi	cedi	cedi ghanese
http://www.wikidata.org/entity/Q199578	Argentine peso	Argentiinan peso	Argentinsk peso	argentinischer Peso	peso argentin	peso argentino
http://www.wikidata.org/entity/Q190951	Singapore dollar	Singaporen dollari	Singaporiansk dollar	Singapur-Dollar	dollar de Singapour	dollaro di Singapore
http://www.wikidata.org/entity/Q81893	hryvnia	Ukrainan hryvnia	Hryvnja	Hrywnja	hryvnia	grivnia ucraina
http://www.wikidata.org/entity/Q131645	Romanian leu	Romanian leu	Rumänsk leu	rumänischer Leu	leu roumain	leu romeno
http://www.wikidata.org/entity/Q160680	Belarusian ruble	Valko-Venäjän rupla	Belarusisk rubel	weißrussischer Rubel	rouble biélorusse	rublo bielorusso
http://www.wikidata.org/entity/Q194351	Barbadian dollar	Barbadoksen dollari	Barbadisk dollar	Barbados-Dollar	dollar barbadien	dollaro di Barbados
http://www.wikidata.org/entity/Q194351	Barbadian dollar	Barbadoksen dollari	Barbadisk dollar	Barbados-Dollar	dollar barbadien	dollaro di Barbados
http://www.wikidata.org/entity/Q131473	Icelandic króna	Islannin kruunu	Isländsk krona	isländische Krone	couronne islandaise	corona islandese
http://www.wikidata.org/entity/Q199462	Egyptian pound	Egyptin punta	Egyptiskt pund	ägyptisches Pfund	livre égyptienne	sterlina egiziana
http://www.wikidata.org/entity/Q172540	Bulgarian lev	Bulgarian leva	Lev	Lew	lev bulgare	lev bulgaro
http://www.wikidata.org/entity/Q80524	Indian rupee	Intian rupia	Indisk rupee	Indische Rupie	roupie indienne	rupia indiana
http://www.wikidata.org/entity/Q131016	Czech koruna	Tšekin koruna	tjeckisk krona	tschechische Krone	couronne tchèque	corona ceca
http://www.wikidata.org/entity/Q199674	Algerian dinar	Algerian dinaari	Algerisk dinar	algerischer Dinar	dinar algérien	dinaro algerino
http://www.wikidata.org/entity/Q132643	Norwegian krone	Norjan kruunu	norsk krona	norwegische Krone	couronne norvégienne	corona norvegese
http://www.wikidata.org/entity/Q172872	Turkish lira	Turkin liira	Turkisk lira	türkische Lira	livre turque	lira turca
http://www.wikidata.org/entity/Q179620	convertible mark	Bosnian ja Hertsegovinan vaihdettava markka	Konvertibilna marka	konvertible Mark	mark convertible de Bosnie-Herzégovine	marco bosniaco
http://www.wikidata.org/entity/Q200050	Chilean peso	Chilen peso	Chilensk peso	chilenischer Peso	peso chilien	peso cileno
http://www.wikidata.org/entity/Q173751	Kazakhstani tenge	Kazakstanin tenge	Kazakstansk Tenge	Tenge	tenge kazakh	tenge kazako
http://www.wikidata.org/entity/Q181129	Moldovan leu	Moldovan leu	Moldavisk leu	moldauischer Leu	leu moldave	leu moldavo
http://www.wikidata.org/entity/Q259502	Australian dollar	Australian dollari	Australisk dollar	Australischer Dollar	dollar australien	dollaro australiano
http://www.wikidata.org/entity/Q259502	Australian dollar	Australian dollari	Australisk dollar	Australischer Dollar	dollar australien	dollaro australiano
http://www.wikidata.org/entity/Q201871	Bahraini dinar	Bahrainin dinaari	Bahrainsk dinar	Bahrain-Dinar	dinar bahreïnien	dinaro del Bahrain
http://www.wikidata.org/entity/Q181907	South African rand	Etelä-Afrikan randi	Rand	südafrikanischer Rand	rand	rand sudafricano
http://www.wikidata.org/entity/Q177875	denar	Makedonian denaari	Makedonisk denar	nordmazedonischer Denar	dinar macédonien	Dinaro macedone
http://www.wikidata.org/entity/Q200759	kina	Papua-Uuden-Guinean kina	Papuansk Kina	Kina	Kina	Kina papuana
