person	personLabel	sexLabel	award	awardLabel	date	birthDate	birthPlace	birthPlaceLabel	country	countryLabel	deathDate #https://w.wiki/3tEM
http://www.wikidata.org/entity/Q30487	Mikhail Gorbachev	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1990-01-01T00:00:00Z	1931-03-02T00:00:00Z	http://www.wikidata.org/entity/Q988522	Privolnoye	http://www.wikidata.org/entity/Q159	Russia	
http://www.wikidata.org/entity/Q30547	Mother Teresa	female	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1979-01-01T00:00:00Z	1910-08-26T00:00:00Z	http://www.wikidata.org/entity/Q384	Skopje	http://www.wikidata.org/entity/Q221	North Macedonia	1997-09-05T00:00:00Z
http://www.wikidata.org/entity/Q32732	Malala Yousafzai	female	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	2014-01-01T00:00:00Z	1997-07-12T00:00:00Z	http://www.wikidata.org/entity/Q31356	Mingora	http://www.wikidata.org/entity/Q843	Pakistan	
http://www.wikidata.org/entity/Q33866	Theodore Roosevelt	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1906-01-01T00:00:00Z	1858-10-27T00:00:00Z	http://www.wikidata.org/entity/Q904191	Theodore Roosevelt Birthplace National Historic Site	http://www.wikidata.org/entity/Q30	United States of America	1919-01-06T00:00:00Z
http://www.wikidata.org/entity/Q34211	Yasser Arafat	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1994-01-01T00:00:00Z	1929-08-04T00:00:00Z	http://www.wikidata.org/entity/Q3805	Amman	http://www.wikidata.org/entity/Q810	Jordan	2004-11-11T00:00:00Z
http://www.wikidata.org/entity/Q34296	Woodrow Wilson	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1919-01-01T00:00:00Z	1856-12-28T00:00:00Z	http://www.wikidata.org/entity/Q502250	Staunton	http://www.wikidata.org/entity/Q30	United States of America	1924-02-03T00:00:00Z
http://www.wikidata.org/entity/Q41617	Liu Xiaobo	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	2010-01-01T00:00:00Z	1955-12-28T00:00:00Z	http://www.wikidata.org/entity/Q92161	Changchun	http://www.wikidata.org/entity/Q148	People's Republic of China	2017-07-13T00:00:00Z
http://www.wikidata.org/entity/Q41617	Liu Xiaobo	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	2010-01-01T00:00:00Z	1955-12-28T00:00:00Z	http://www.wikidata.org/entity/Q92161	Changchun	http://www.wikidata.org/entity/Q30623	Manchukuo	2017-07-13T00:00:00Z
http://www.wikidata.org/entity/Q42013	Anwar Sadat	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1978-01-01T00:00:00Z	1918-12-25T00:00:00Z	http://www.wikidata.org/entity/Q2618728	Mit Abu al-Kum	http://www.wikidata.org/entity/Q79	Egypt	1981-10-06T00:00:00Z
http://www.wikidata.org/entity/Q43033	Desmond Tutu	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1984-01-01T00:00:00Z	1931-10-07T00:00:00Z	http://www.wikidata.org/entity/Q1015647	Klerksdorp	http://www.wikidata.org/entity/Q258	South Africa	
http://www.wikidata.org/entity/Q43969	Muhammad Yunus	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	2006-01-01T00:00:00Z	1940-06-28T00:00:00Z	http://www.wikidata.org/entity/Q376749	Chattogram	http://www.wikidata.org/entity/Q902	Bangladesh	
http://www.wikidata.org/entity/Q45785	Kim Dae-jung	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	2000-01-01T00:00:00Z	1924-01-06T00:00:00Z	http://www.wikidata.org/entity/Q488122	Haui-do	http://www.wikidata.org/entity/Q884	South Korea	2009-08-18T00:00:00Z
http://www.wikidata.org/entity/Q46795	Wangari Muta Maathai	female	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	2004-01-01T00:00:00Z	1940-04-01T00:00:00Z	http://www.wikidata.org/entity/Q380130	Nyeri	http://www.wikidata.org/entity/Q114	Kenya	2011-09-25T00:00:00Z
http://www.wikidata.org/entity/Q48983	Linus Pauling	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1962-01-01T00:00:00Z	1901-02-28T00:00:00Z	http://www.wikidata.org/entity/Q6106	Portland	http://www.wikidata.org/entity/Q30	United States of America	1994-08-18T00:00:00Z
http://www.wikidata.org/entity/Q48983	Linus Pauling	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1962-01-01T00:00:00Z	1901-02-28T00:00:00Z	http://www.wikidata.org/entity/Q6106	Portland	http://www.wikidata.org/entity/Q30	United States of America	1994-08-19T00:00:00Z
http://www.wikidata.org/entity/Q49325	Albert Schweitzer	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1952-01-01T00:00:00Z	1875-01-14T00:00:00Z	http://www.wikidata.org/entity/Q83485	Kaysersberg	http://www.wikidata.org/entity/Q142	France	1965-09-04T00:00:00Z
http://www.wikidata.org/entity/Q53620	Hjalmar Branting	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1921-01-01T00:00:00Z	1860-11-23T00:00:00Z	http://www.wikidata.org/entity/Q10546040	Klara Church Parish	http://www.wikidata.org/entity/Q34	Sweden	1925-02-24T00:00:00Z
http://www.wikidata.org/entity/Q57311	Juan Manuel Santos	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	2016-01-01T00:00:00Z	1951-08-10T00:00:00Z	http://www.wikidata.org/entity/Q2841	Bogotá	http://www.wikidata.org/entity/Q739	Colombia	
http://www.wikidata.org/entity/Q57410	Shimon Peres	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1994-01-01T00:00:00Z	1923-08-01T00:00:00Z	http://www.wikidata.org/entity/Q1022491	Višnieva	http://www.wikidata.org/entity/Q184	Belarus	2016-09-28T00:00:00Z
http://www.wikidata.org/entity/Q66107	Henry Kissinger	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1973-01-01T00:00:00Z	1923-05-27T00:00:00Z	http://www.wikidata.org/entity/Q3075	Fürth	http://www.wikidata.org/entity/Q183	Germany	
http://www.wikidata.org/entity/Q72292	Fridtjof Nansen	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1922-01-01T00:00:00Z	1861-10-10T00:00:00Z	http://www.wikidata.org/entity/Q606860	Vestre Aker	http://www.wikidata.org/entity/Q20	Norway	1930-05-13T00:00:00Z
http://www.wikidata.org/entity/Q76358	Carl von Ossietzky	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1935-01-01T00:00:00Z	1889-10-03T00:00:00Z	http://www.wikidata.org/entity/Q1055	Hamburg	http://www.wikidata.org/entity/Q183	Germany	1938-05-04T00:00:00Z
http://www.wikidata.org/entity/Q76696	Ludwig Quidde	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1927-01-01T00:00:00Z	1858-03-23T00:00:00Z	http://www.wikidata.org/entity/Q24879	Bremen	http://www.wikidata.org/entity/Q183	Germany	1941-03-05T00:00:00Z
http://www.wikidata.org/entity/Q78488	Alfred Hermann Fried	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1911-01-01T00:00:00Z	1864-11-11T00:00:00Z	http://www.wikidata.org/entity/Q1741	Vienna	http://www.wikidata.org/entity/Q40	Austria	1921-05-05T00:00:00Z
http://www.wikidata.org/entity/Q103955	Gustav Stresemann	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1926-01-01T00:00:00Z	1878-05-10T00:00:00Z	http://www.wikidata.org/entity/Q64	Berlin	http://www.wikidata.org/entity/Q183	Germany	1929-10-03T00:00:00Z
http://www.wikidata.org/entity/Q104622	Tawakel Karman	female	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	2011-01-01T00:00:00Z	1979-02-07T00:00:00Z	http://www.wikidata.org/entity/Q466216	Ta'izz	http://www.wikidata.org/entity/Q805	Yemen	
http://www.wikidata.org/entity/Q128604	Lester B. Pearson	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1957-01-01T00:00:00Z	1897-04-23T00:00:00Z	http://www.wikidata.org/entity/Q172	Toronto	http://www.wikidata.org/entity/Q16	Canada	1972-12-27T00:00:00Z
http://www.wikidata.org/entity/Q130873	Menachem Begin	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1978-01-01T00:00:00Z	1913-08-16T00:00:00Z	http://www.wikidata.org/entity/Q140147	Brest	http://www.wikidata.org/entity/Q184	Belarus	1992-03-09T00:00:00Z
http://www.wikidata.org/entity/Q133308	Mohamed ElBaradei	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	2005-01-01T00:00:00Z	1942-06-17T00:00:00Z	http://www.wikidata.org/entity/Q85	Cairo	http://www.wikidata.org/entity/Q79	Egypt	
http://www.wikidata.org/entity/Q151813	F. W. de Klerk	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1993-01-01T00:00:00Z	1936-03-18T00:00:00Z	http://www.wikidata.org/entity/Q34647	Johannesburg	http://www.wikidata.org/entity/Q258	South Africa	
http://www.wikidata.org/entity/Q152437	Alva Myrdal	female	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1982-01-01T00:00:00Z	1902-01-31T00:00:00Z	http://www.wikidata.org/entity/Q10710237	Uppsala Cathedral Assembly	http://www.wikidata.org/entity/Q34	Sweden	1986-02-01T00:00:00Z
http://www.wikidata.org/entity/Q154824	Norman Borlaug	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1970-01-01T00:00:00Z	1914-03-25T00:00:00Z	http://www.wikidata.org/entity/Q1914623	Cresco	http://www.wikidata.org/entity/Q30	United States of America	2009-09-12T00:00:00Z
http://www.wikidata.org/entity/Q157655	Mairead Maguire	female	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1976-01-01T00:00:00Z	1944-01-27T00:00:00Z	http://www.wikidata.org/entity/Q10686	Belfast	http://www.wikidata.org/entity/Q145	United Kingdom	
http://www.wikidata.org/entity/Q157690	Betty Williams	female	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1976-01-01T00:00:00Z	1943-05-22T00:00:00Z	http://www.wikidata.org/entity/Q10686	Belfast	http://www.wikidata.org/entity/Q145	United Kingdom	2020-03-17T00:00:00Z
http://www.wikidata.org/entity/Q159723	Nathan Söderblom	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1930-01-01T00:00:00Z	1866-01-15T00:00:00Z	http://www.wikidata.org/entity/Q10705688	Trönö	http://www.wikidata.org/entity/Q34	Sweden	1931-07-12T00:00:00Z
http://www.wikidata.org/entity/Q159726	John Mott	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1946-01-01T00:00:00Z	1865-05-25T00:00:00Z	http://www.wikidata.org/entity/Q60	New York City	http://www.wikidata.org/entity/Q30	United States of America	1955-01-31T00:00:00Z
http://www.wikidata.org/entity/Q179871	Eisaku Satō	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1974-01-01T00:00:00Z	1901-03-27T00:00:00Z	http://www.wikidata.org/entity/Q1205014	Tabuse	http://www.wikidata.org/entity/Q17	Japan	1975-06-03T00:00:00Z
http://www.wikidata.org/entity/Q179888	Aristide Briand	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1926-01-01T00:00:00Z	1862-03-28T00:00:00Z	http://www.wikidata.org/entity/Q12191	Nantes	http://www.wikidata.org/entity/Q142	France	1932-03-07T00:00:00Z
http://www.wikidata.org/entity/Q180989	Jane Addams	female	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1931-01-01T00:00:00Z	1860-09-06T00:00:00Z	http://www.wikidata.org/entity/Q2671185	Cedarville	http://www.wikidata.org/entity/Q30	United States of America	1935-05-21T00:00:00Z
http://www.wikidata.org/entity/Q188620	Rigoberta Menchú	female	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1992-01-01T00:00:00Z	1959-01-09T00:00:00Z	http://www.wikidata.org/entity/Q2963651	Laj Chimel	http://www.wikidata.org/entity/Q774	Guatemala	
http://www.wikidata.org/entity/Q188999	Austen Chamberlain	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1925-01-01T00:00:00Z	1863-10-16T00:00:00Z	http://www.wikidata.org/entity/Q2256	Birmingham	http://www.wikidata.org/entity/Q145	United Kingdom	1937-03-16T00:00:00Z
http://www.wikidata.org/entity/Q189841	Randal Cremer	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1903-01-01T00:00:00Z	1828-03-18T00:00:00Z	http://www.wikidata.org/entity/Q1017943	Fareham	http://www.wikidata.org/entity/Q145	United Kingdom	1908-07-22T00:00:00Z
http://www.wikidata.org/entity/Q190894	Henri La Fontaine	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1913-01-01T00:00:00Z	1854-04-22T00:00:00Z	http://www.wikidata.org/entity/Q239	City of Brussels	http://www.wikidata.org/entity/Q31	Belgium	1943-05-14T00:00:00Z
http://www.wikidata.org/entity/Q191016	Fredrik Bajer	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1908-01-01T00:00:00Z	1837-04-21T00:00:00Z	http://www.wikidata.org/entity/Q104536747	Vester Egede	http://www.wikidata.org/entity/Q35	Denmark	1922-01-22T00:00:00Z
http://www.wikidata.org/entity/Q192556	David Trimble	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1998-01-01T00:00:00Z	1944-10-15T00:00:00Z	http://www.wikidata.org/entity/Q806551	Bangor	http://www.wikidata.org/entity/Q145	United Kingdom	
http://www.wikidata.org/entity/Q192618	Klas Pontus Arnoldson	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1908-01-01T00:00:00Z	1844-10-21T00:00:00Z	http://www.wikidata.org/entity/Q10475816	Domkyrkoförsamlingen in Göteborg	http://www.wikidata.org/entity/Q34	Sweden	1916-02-20T00:00:00Z
http://www.wikidata.org/entity/Q193009	Frank B. Kellogg	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1929-01-01T00:00:00Z	1856-12-22T00:00:00Z	http://www.wikidata.org/entity/Q1022943	Potsdam	http://www.wikidata.org/entity/Q30	United States of America	1937-12-21T00:00:00Z
http://www.wikidata.org/entity/Q193672	Carlos Saavedra Lamas	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1936-01-01T00:00:00Z	1878-11-01T00:00:00Z	http://www.wikidata.org/entity/Q1486	Buenos Aires	http://www.wikidata.org/entity/Q414	Argentina	1959-05-05T00:00:00Z
http://www.wikidata.org/entity/Q202049	Auguste Beernaert	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1909-01-01T00:00:00Z	1829-07-26T00:00:00Z	http://www.wikidata.org/entity/Q12996	Ostend	http://www.wikidata.org/entity/Q31	Belgium	1912-10-06T00:00:00Z
http://www.wikidata.org/entity/Q202979	Cordell Hull	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1945-01-01T00:00:00Z	1871-10-02T00:00:00Z	http://www.wikidata.org/entity/Q494776	Pickett County	http://www.wikidata.org/entity/Q30	United States of America	1955-07-23T00:00:00Z
http://www.wikidata.org/entity/Q202979	Cordell Hull	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1945-01-01T00:00:00Z	1871-10-02T00:00:00Z	http://www.wikidata.org/entity/Q14946712	Olympus	http://www.wikidata.org/entity/Q30	United States of America	1955-07-23T00:00:00Z
http://www.wikidata.org/entity/Q203843	Alfonso García Robles	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1982-01-01T00:00:00Z	1911-03-20T00:00:00Z	http://www.wikidata.org/entity/Q145865	Zamora de Hidalgo	http://www.wikidata.org/entity/Q96	Mexico	1991-09-02T00:00:00Z
http://www.wikidata.org/entity/Q206446	Christian Lous Lange	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1921-01-01T00:00:00Z	1869-09-17T00:00:00Z	http://www.wikidata.org/entity/Q25416	Stavanger	http://www.wikidata.org/entity/Q20	Norway	1938-12-11T00:00:00Z
http://www.wikidata.org/entity/Q206505	Adolfo Pérez Esquivel	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1980-01-01T00:00:00Z	1931-11-26T00:00:00Z	http://www.wikidata.org/entity/Q1486	Buenos Aires	http://www.wikidata.org/entity/Q414	Argentina	
http://www.wikidata.org/entity/Q211239	Jody Williams	female	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1997-01-01T00:00:00Z	1950-10-09T00:00:00Z	http://www.wikidata.org/entity/Q899813	Brattleboro	http://www.wikidata.org/entity/Q30	United States of America	
http://www.wikidata.org/entity/Q212955	Albert John Mvumbi Luthuli	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1960-01-01T00:00:00Z	1898-01-01T00:00:00Z	http://www.wikidata.org/entity/Q193250	Bulawayo	http://www.wikidata.org/entity/Q954	Zimbabwe	1967-07-21T00:00:00Z
http://www.wikidata.org/entity/Q212955	Albert John Mvumbi Luthuli	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1960-01-01T00:00:00Z	1898-01-01T00:00:00Z	http://www.wikidata.org/entity/Q193250	Bulawayo	http://www.wikidata.org/entity/Q217169	Rhodesia	1967-07-21T00:00:00Z
http://www.wikidata.org/entity/Q212955	Albert John Mvumbi Luthuli	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1960-01-01T00:00:00Z	1898-01-01T00:00:00Z	http://www.wikidata.org/entity/Q193250	Bulawayo	http://www.wikidata.org/entity/Q750583	Southern Rhodesia	1967-07-21T00:00:00Z
http://www.wikidata.org/entity/Q212955	Albert John Mvumbi Luthuli	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1960-01-01T00:00:00Z	1898-01-01T00:00:00Z	http://www.wikidata.org/entity/Q193250	Bulawayo	http://www.wikidata.org/entity/Q890120	Zimbabwe Rhodesia	1967-07-21T00:00:00Z
http://www.wikidata.org/entity/Q215139	Emily Greene Balch	female	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1946-01-01T00:00:00Z	1867-01-08T00:00:00Z	http://www.wikidata.org/entity/Q985993	Jamaica Plain	http://www.wikidata.org/entity/Q30	United States of America	1961-01-09T00:00:00Z
http://www.wikidata.org/entity/Q216872	Tobias Asser	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1911-01-01T00:00:00Z	1838-04-28T00:00:00Z	http://www.wikidata.org/entity/Q727	Amsterdam	http://www.wikidata.org/entity/Q55	Netherlands	1913-06-29T00:00:00Z
http://www.wikidata.org/entity/Q216872	Tobias Asser	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1911-01-01T00:00:00Z	1838-04-28T00:00:00Z	http://www.wikidata.org/entity/Q727	Amsterdam	http://www.wikidata.org/entity/Q29999	Kingdom of the Netherlands	1913-06-29T00:00:00Z
http://www.wikidata.org/entity/Q216872	Tobias Asser	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1911-01-01T00:00:00Z	1838-04-28T00:00:00Z	http://www.wikidata.org/entity/Q727	Amsterdam	http://www.wikidata.org/entity/Q55	Netherlands	1913-07-29T00:00:00Z
http://www.wikidata.org/entity/Q216872	Tobias Asser	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1911-01-01T00:00:00Z	1838-04-28T00:00:00Z	http://www.wikidata.org/entity/Q727	Amsterdam	http://www.wikidata.org/entity/Q29999	Kingdom of the Netherlands	1913-07-29T00:00:00Z
http://www.wikidata.org/entity/Q219982	Joseph Rotblat	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1995-01-01T00:00:00Z	1908-11-04T00:00:00Z	http://www.wikidata.org/entity/Q270	Warsaw	http://www.wikidata.org/entity/Q36	Poland	2005-08-31T00:00:00Z
http://www.wikidata.org/entity/Q220619	Elihu Root	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1912-01-01T00:00:00Z	1845-02-15T00:00:00Z	http://www.wikidata.org/entity/Q1021657	Clinton	http://www.wikidata.org/entity/Q30	United States of America	1937-02-07T00:00:00Z
http://www.wikidata.org/entity/Q230814	Louis Renault	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1907-01-01T00:00:00Z	1843-05-21T00:00:00Z	http://www.wikidata.org/entity/Q190827	Autun	http://www.wikidata.org/entity/Q142	France	1918-02-08T00:00:00Z
http://www.wikidata.org/entity/Q232873	René Cassin	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1968-01-01T00:00:00Z	1887-10-05T00:00:00Z	http://www.wikidata.org/entity/Q134674	Bayonne	http://www.wikidata.org/entity/Q142	France	1976-02-20T00:00:00Z
http://www.wikidata.org/entity/Q233969	Le Duc Tho	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1973-01-01T00:00:00Z	1911-10-14T00:00:00Z	http://www.wikidata.org/entity/Q36413	Hà Nam	http://www.wikidata.org/entity/Q881	Vietnam	1990-10-13T00:00:00Z
http://www.wikidata.org/entity/Q244395	Seán MacBride	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1974-01-01T00:00:00Z	1904-01-26T00:00:00Z	http://www.wikidata.org/entity/Q90	Paris	http://www.wikidata.org/entity/Q142	France	1988-01-15T00:00:00Z
http://www.wikidata.org/entity/Q271517	Nicholas Murray Butler	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1931-01-01T00:00:00Z	1862-04-02T00:00:00Z	http://www.wikidata.org/entity/Q138311	Elizabeth	http://www.wikidata.org/entity/Q30	United States of America	1947-12-07T00:00:00Z
http://www.wikidata.org/entity/Q272224	Norman Angell	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1933-01-01T00:00:00Z	1872-12-26T00:00:00Z	http://www.wikidata.org/entity/Q1612253	Holbeach	http://www.wikidata.org/entity/Q145	United Kingdom	1967-10-07T00:00:00Z
http://www.wikidata.org/entity/Q273607	Ferdinand Buisson	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1927-01-01T00:00:00Z	1841-12-20T00:00:00Z	http://www.wikidata.org/entity/Q90	Paris	http://www.wikidata.org/entity/Q142	France	1932-02-16T00:00:00Z
http://www.wikidata.org/entity/Q315143	John Boyd Orr, 1st Baron Boyd-Orr	male	http://www.wikidata.org/entity/Q35637	Nobel Peace Prize	1949-01-01T00:00:00Z	1880-09-23T00:00:00Z	http://www.wikidata.org/entity/Q205448	Kilmaurs	http://www.wikidata.org/entity/Q145	United Kingdom	1971-06-25T00:00:00Z
http://www.wikidata.org/entity/Q392	Bob Dylan	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	2016-01-01T00:00:00Z	1941-05-24T00:00:00Z	http://www.wikidata.org/entity/Q485708	Duluth	http://www.wikidata.org/entity/Q30	United States of America	
http://www.wikidata.org/entity/Q765	Dario Fo	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1997-01-01T00:00:00Z	1926-03-24T00:00:00Z	http://www.wikidata.org/entity/Q39790	Sangiano	http://www.wikidata.org/entity/Q38	Italy	2016-10-13T00:00:00Z
http://www.wikidata.org/entity/Q862	Joseph Brodsky	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1987-01-01T00:00:00Z	1940-05-24T00:00:00Z	http://www.wikidata.org/entity/Q656	Saint Petersburg	http://www.wikidata.org/entity/Q159	Russia	1996-01-28T00:00:00Z
http://www.wikidata.org/entity/Q5878	Gabriel García Márquez	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1982-01-01T00:00:00Z	1927-03-06T00:00:00Z	http://www.wikidata.org/entity/Q624492	Aracataca	http://www.wikidata.org/entity/Q739	Colombia	2014-04-17T00:00:00Z
http://www.wikidata.org/entity/Q6538	Günter Grass	male	http://www.wikidata.org/entity/Q37922	Nobel Prize in Literature	1999-01-01T00:00:00Z	1927-10-16T00:00:00Z	http://www.wikidata.org/entity/Q1792	Gdańsk	http://www.wikidata.org/entity/Q36	Poland	2015-04-13T00:00:00Z
